


Bad Boss
“You’re a good man to give her the peace to move on,” I said. “Most people would just indulge their impulses without thinking about how it might affect the other person.” I cupped the back of his neck and rubbed gently. “I think it’s noble for you to take on the hurt for her. Not everybody would do that,” I said, thinking about the nights I heard my mother’s muffled crying in her room. She was broken up over me, the arrest, and everything I’d been forced to do in college. A couple nights, she caved and came to my room, demanding what the hell I was thinking, and how I could let those girls treat me that way. Didn’t I respect myself?
Those nights hurt.
But they were few and far between considering how many other nights she just held it in, crying into her pillow.
“Maybe in the future, you two can reconnect, and you can give her your side of the story,” I said.
“I hope she understands by then why I eventually stopped trying to see her.”
“She will,” I whispered. “Everyone finds out eventually how fragile the healing process is. Maybe she’ll figure it out after her first big breakup, and she’ll understand that even after the wound’s closed, it’s still delicate, and sensitive, and it still needs time.”
Julian looked me in the eye. “What about yours?” he asked.
“What? My wound?” I offered a little smile. “It’s been healing since we left the Hamptons. It’s in pretty good shape so far.”
“Good.” Julian put the letter on the nightstand, pulling me fully onto his lap. He pressed his lips against my forehead as I straddled him. “By the way, you’re good at this,” he whispered.
“What?”
“Making me happy.”
I closed my eyes and let out a sigh of pure content.
“You have that touch with me, too,” I murmured, cutting myself off right there, because there was so much more I could say.
You make me happy.
Happier than I ever thought I deserved.
And I think I’m falling in love with you.
My heartbeat rose in my chest as Julian tipped my chin up to kiss me. I wanted so badly to say the words, and to just get them off my chest. But I didn’t.
I told myself to save it for another time.











35

SARA



Julian and I had fallen asleep together a few hours after he had accidentally woken me up.
But I thought I had dreamed him sitting up in bed again in the middle of the night, the glow of his phone illuminating his silhouette in the dark of the room. I remembered blinking sleepily at him, and I could have sworn that twice, I reached for him and murmured his name.
But he didn’t respond, and for that reason, I was sure I had dreamt it.
This moment, however, I wasn’t dreaming.
“Julian?” I was foggy, already halfway panicked when I woke up to see him striding into the room in a grey suit, both his and my bag fully packed and set on the chest at the end of the bed. I grabbed my phone off the nightstand and blinked down at the time. Barely eight in the morning. “Where did you just come from?” I asked.
“The last meeting. They wanted to move it up, and I didn’t want to wake you. You were smiling in your sleep.”
“Was I?” I couldn’t help smiling again now.
“You were. It was cute,” Julian smirked at me. “But we have to go now. We have a flight to catch in less than an hour.”
My eyes fluttered. “Really? So it’s… all done? Everything?” I was so disoriented for some reason. Perhaps the lack of sleep, though I usually functioned fine on minimal rest. I sat at the edge of the bed, processing everything at a delay as I watched Julian move around the room. But he finally stopped to tend to me when he saw how very lost I looked.
“Get dressed, Sara,” he said, gazing down at me as he cupped my cheek. “I need you ready to go as soon as possible.”
“Is everything okay? Did you finalize the deal?”
“All but. Everything will be finalized back in New York.”
